card_name,category,prediction
The Fool,love_single,สถานการณ์ความรักนั้นมักยากที่จะคาดเดาว่าจะเป็นอย่างไรต่อไป คุณอาจมีความรู้สึกเหนื่อยใจและเบื่อหน่ายกับสภาวะความรักที่กำลังพบเจออยู่ ในโสดมีเกณฑ์จะพบรักทางไกล หรือพบรักกับชาวต่างชาติก็ได้เช่นกัน เป็นการเจอกันแบบกะทันหันไม่คาดฝันมาก่อน แต่ว่าคนที่เข้ามาก็จะยังมีท่าทีที่ชัดเจนให้คุณเท่าไรนัก
The Fool,love_in_relationship,ระยะนี้คุณอาจจะหงุดหงิดอยู่บ้างเพราะคนรักเอาแน่เอานอนไม่ได้ รวมถึงอารมณ์ค่อนข้างแปรปรวนได้ง่ายจึง ทำให้คุณเอาใจไม่ถูก แต่ก็ถือว่าความสัมพันธ์ยังไม่แย่มากนักเพราะอาจจะมีการเดินทางท่องเที่ยวด้วยกัน เพื่อประคองความสัมพันธ์ให้ดี ยิ่งขึ้น
The Fool,career,ในช่วงนี้จะเป็นช่วงที่คุณมีอารมณ์เบื่องานเป็นอย่างมาก โดยเฉพาะหากคุณต้องทำงานแบบเดิม ๆ อยู่ทุกวันก็จะยิ่งทำให้อยากจะหาความท้าทายอะไรใหม่ ๆ ให้กับชีวิตการทำงานของตัวคุณเอง อาจมีการเดินทางเกี่ยวกับเรื่องงาน ทั้งในประเทศและต่างประเทศ นอกจากนั้นคุณอาจจะมองหาความคิดหรือไอเดียใหม่ ๆ ในเนื้อหางานเพราะว่าไม่ชอบทำอะไรที่จำเจ หรือถูกตีกรอบในการทำงานมากจนเกินไป อย่างไรก็ตามคุณจะทำงานตามอารมณ์ของตัวเองในช่วงนี้จนทำให้คนอื่น ๆ มองว่าคุณไม่ค่อยมีความรับผิดชอบในหน้าที่เท่าที่ควร หากมีความคิดที่อยากจะเปลี่ยนงานควรรอจังหวะไปก่อนเพราะยังไม่เหมาะที่จะเปลี่ยนแปลงอะไรในระยะนี้
The Fool,finance,คุณมีแนวโน้มจะมีความเครียดในเรื่องการเงินอยู่บ้าง แต่ว่าก็ไม่ถึงกับมากมายอะไรนัก ด้วยความที่ไพ่ใบนี้บ่งบอกถึงสถานการณ์ที่เอาแน่เอานอนไม่ได้ ดังนั้นเรื่องการเงินก็เช่นกัน รายรับและรายจ่ายของคุณนั้นจะไม่ค่อยมีความบาลานซ์กันเท่าไรนัก ทำให้ระยะนี้การเงินอาจจะตึงเป็นพัก ๆ คุณอาจจะรู้สึกว่าคุณไม่ได้ใช้ของฟุ่มเฟือยหรือซื้อของที่มีราคาแพงเกินตัวก็จริงอยู่ แต่ตัวคุณเองก็มีการใช้เงินแบบไม่ค่อยเป็นระบบ เรียกว่าใช้จ่ายตามใจตัวเองก็ได้เช่นกัน อยากได้อะไรก็ซื้อโดยไม่ลังเล ซึ่งทำให้การเก็บเงินของคุณเป็นเรื่องค่อนข้างยาก เป็นช่วงเวลาที่ไม่มีเงินเก็บ หรือเก็บเงินไม่ค่อยได้เลย นอกจากนั้นคุณมักจะชอบเสี่ยง ทำให้อาจจะสนใจการเล่นหุ้น หรือการเล่นการพนันได้ด้วยเช่นกัน
The Fool,health,ควรระวังโรคภัยไข้เจ็บที่เกิดจากการเดินทาง เช่น ภูมิแพ้อากาศ แพ้ฝุ่น ซึ่งโดยรวม ๆ แล้วก็ยังถือว่าสุขภาพไม่ค่อยมีปัญหาอะไรมากมายนัก แต่อย่างไรก็ตามควรระวังเรื่องของอุบัติเหตุเล็ก ๆ น้อย ๆ ที่อาจจะเกิดจากความประมาทได้ด้วยเช่นกัน ในคนที่เจ็บป่วยหรือไม่สบายอยู่อาจจะต้องระวังสุขภาพให้มากกว่าเดิมด้วยเพราะร่างกายยังอ่อนแกทำให้สามารถเจ็บป่วยโรคอื่น ๆ ได้อีก รวมถึงยังต้องพักฟื้นร่างกายไปก่อนเพราะจะยังไม่หายดีในระยะนี้
The Fool,personality,มองโลกในแง่ดี กล้าได้กล้าเสีย รักอิสระ รักการเดินทางและการผจญภัย ชอบทําอะไรเสี่ยงๆ ไม่ยึดติดกับกฎเกณฑ์ คิดนอกกรอบ นิสัยเหมือนเด็กร่าเริง มีอารมณ์ขัน เฮฮา เพื่อนฝูงเยอะ เข้ากับคนได้ง่าย ขี้เกียจ อะไรผ่อนแรงได้ก็จะทํา ใช้อารมณ์มากกว่าเหตุผล มักทําอะไรตามใจ ตนเอง ขาดความรอบคอบ ไม่คิดหน้าคิดหลัง อยากรู้อยากลองบางมุมจะหุนหันพลันแล่น เดี๋ยวขึ้นเดี๋ยวลง
The Fool,education,ในระยะนี้ตัวคุณเองจะค่อนข้างเบื่อหน่าย และขาดความกระตือรือร้นที่จะเอาใจใส่ในเรื่องการเรียนของตัวคุณเอง คุณจะมีความรู้สึกว่าอยากจะทำอะไรสนุก ๆ มากกว่าที่จะมานั่งเครียดเรื่องเรียน ดังนั้นเป็นไปได้สูงว่าคุณจะตั้งใจเรียนเฉพาะบางวิชาที่คุณสนใจหรืออาจารย์สอนสนุกเท่านั้น นอกจากนี้ระวังการติดเพื่อน ติดเที่ยวมากจนเกินไปทำให้ไม่ค่อยสนใจเรื่องเรียนเท่าไรหากมีก่อนสอบในช่วงนี้ผลสอบจะไม่ค่อยเป็นที่น่าพอใจมากนัก แม้ว่าคุณจะทำข้อสอบผ่านได้แบบฉิวเฉียดก็ตาม โดยสรุปแล้วคุณควรจะขยันทบทวนบทเรียนให้มากกว่านี้ไม่อย่างนั้นเกรดอาจจะออกมาแย่กว่าที่คิดเอาไว้
The Fool,luck,คุณจะมีลาภลอยอยู่บ้างแต่โอกาสก็ไม่มากมายเท่าไรนัก เป็นไปได้ว่าอาจจะมีโชคลาภเล็ก ๆ น้อย ๆ เข้ามาแบบไม่คาดคิดคาดฝัน หากถามในเรื่องของการเสี่ยงโชคจะพอมีให้ลุ้นอยู่บ้าง โอกาสในการเสี่ยง 50%
The Magician,love_single,สถานการณ์ความรักในระยะนีอาจเป็นช่วงเวลาที่เพิ่งเริ่มต้น ยังต้องอาศัยการศึกษานิสัยใจคอกันไปก่อน อย่าเพิ่งด่วนตัดสินใจ หากเป็นคนโสดอาจได้พบกับคนที่มีเสน่ห์ มีการเริ่มต้นความสัมพันธ์ใหม่ ๆ เกิดขึ้น แต่ก็จะยังไม่เห็นทิศทางที่ชัดเจนของความสัมพันธ์ว่าจะเป็นอย่างไรต่อไป
The Magician,love_in_relationship,คุณอาจจะมีอารมณ์เหน็ดเหนื่อยในเรื่องความสัมพันธ์พอสมควร คนรักอาจจะไม่ค่อยได้ดั่งใจมากนักในระยะนี้ อย่างไรก็ตามหากมีเรื่องอึดอัดใจกันควรเปิดใจพูดคุยอย่างตรงไปตรงมาจะดีที่สุด จับผิดหรือคาดหวังในตัวคนรักมากไปเพราะจะทำให้เสียความรู้สึกได้ง่าย นอกจากนั้นควรปล่อยวางเรื่องคนรักบ้าง อย่าตามจับผิดหรือคาดหวังในตัวคนรักมากไปเพราะจะทำให้เสียความรู้สึกได้ง่าย
The Magician,career,อาจมีการเริ่มต้นสิ่งใหม่ ๆ ในเรื่องการงาน เช่น ได้งานใหม่ หรือได้ทำโปรเจคใหม่ ๆ ที่ไม่เคยทำมาก่อน คุณจะรู้สึกกระตือรือร้นและพร้อมที่จะเรียนรู้สิ่งใหม่ ๆ ในที่ทำงาน โดยพื้นฐานแล้วคุณมักจะเป็นคนชอบคิด และชอบวางแผน รวมถึงกล้าที่จะนำเสนอไอเดียความคิดเห็นต่าง ๆ อีกด้วย ทำให้คนรอบข้างมักจะไว้ใจให้คุณรับผิดชอบงานยาก ๆ ซึ่งคุณเองก็จะรู้สึกว่าเป็นสิ่งที่ท้าทายและทำให้การทำงานเต็มไปด้วยความสนุกสนาน นอกจากนั้นหากต้องนำเสนองานให้เจ้านาย/ผู้ใหญ่ในที่ทำงาน ก็จะทำได้อย่างราบรื่น และเป็นที่น่าประทับใจของเจ้านายรวมถึงเพื่อนร่วมงานของคุณอีกด้วย
The Magician,finance,ในเรื่องการเงินนั้นจัดว่าระยะนี้ยังมีเงินเข้ามาให้หมุนได้อย่างไม่ติดขัด อาจจะไม่ถึงกับลื่นไหลมากเท่าไรแต่ก็ยังไม่มีปัญหาเรื่องการเงินในระยะนี้ หากว่าในอดีตคุณมีปัญหาเรื่องการเงินมาก่อนก็แสดงว่าปัญหาเหล่านั้นจะค่อย ๆ บรรเทาลง ทำให้คุณคลายความกังวลได้ซักพัก แต่อย่างไรก็ตามอย่าเพิ่งสร้างปัญหาใหม่ด้วยการใช้เงินตามใจตัวเอง เพราะถึงแม้ว่าคุณจะหมุนเงินได้ทันท่วงทีก็ตาม แต่ก็จะทำให้การใช้เงินของคุณไม่เป็นระบบ และมีปัญหาตามมาได้อีกในอนาคต หากคุณทำธุรกิจของตัวเอง คุณอาจจะต้องรอบคอบในเรื่องเอกสารการเงินให้ดีด้วย ในคนที่คิดจะลงทุนอะไรใหม่ ๆ ควรศึกษาหาความรู้ในสินทรัพย์ที่จะลงทุนให้ดีซะก่อน อย่าเพิ่งเชื่อตามคำแนะนำของคนที่คุณรู้จัก เพราะหากไม่มีความรู้ด้านการลงทุนมากพออาจจะเกิดการขาดทุนได้
The Magician,health,คุณควรระวังโรคเกี่ยวกับระบบเลือดลม รวมถึงระบบการหมุนเวียนในร่างกายไว้บ้าง นอกจากนั้นควรระวังอาการปวดหัวต่าง ๆ เช่น โรคเครียด หรือไมเกรน ควรหาเวลาพักผ่อนและอย่าหักโหมทำงานมากเกินไปนัก ในคนที่เจ็บป่วยหรือไม่สบายอยู่อาจจะต้องใช้เวลาพักฟื้นร่างกายซักระยะ เพราะยังมีโอกาสกลับมาไม่สบายได้อีกหากไม่ได้ดูแลร่างกายให้ดี
The Magician,personality,เป็นคนฉลาดรอบรู้ ทันคน มีความทะเยอทะยาน เอาตัวรอดเก่ง มั่นใจในตนเอง ชอบเรียนรู้สิ่งใหม่ๆ ไม่หยุดอยู่กับที่ พูดจาดี เจรจาต่อรองเก่ง มักจะทํางานไม่ตรงกับสายที่เรียนมา หัวไว หาเงินเก่ง แต่ก็เบื่อง่าย มักพบรักจากการสื่อสาร การเข้าสังคม
The Magician,education,ในช่วงนี้คุณจะเริ่มรู้สึกว่าตัวคุณเองมีความกระตือรือร้นในเรื่องการเรียนมากขึ้น รวมถึงมีความคิดที่จะพัฒนาศักยภาพในด้านการเรียนให้ดีกว่าในอดีต อย่างไรก็ตาม..ในระยะนี้คุณควรจะพยายามทุ่มเทในเรื่องการเรียนให้เต็มที่ เพราะสมองของคุณจะปลอดโปร่งและทำให้เข้าใจในวิชาการต่าง ๆ ได้อย่างรวดเร็ว หากมีการ Present งานในช่วงนี้คุณจะสามารถทำได้ดีมากกว่าที่คิดเอาไว้ และทำให้คนรอบข้างยอมรับในความสามารถของตัวคุณมากขึ้นอีกด้วย สิ่งที่ต้องระวังคือคุณอาจจะคิดว่าตัวคุณเข้าใจในวิชาต่าง ๆ ที่ต้องเรียน แต่พอลงลึกในเรื่องรายละเอียดต่าง ๆ คุณอาจจะพลาดได้เพราะรู้แค่ผิว ๆ เผิน ๆ เท่านั้น
The Magician,luck,ในระยะนี้คุณมักจะมีโชคลาภเนื่องมาจากตัวคุณเอง หรือความสามารถของตัวคุณเองมากกว่า เช่น โชคลาภทางการงาน เป็นต้น แต่หากเป็นโชคลาภที่ได้มาแบบฟลุ๊ค ๆ เรื่องเงินนั้นจะยังไม่มี ในเรื่องของการเสี่ยงโชคนั้นสามารถพอลุ้นได้บ้าง โอกาสในการเสี่ยง 50%
The High Priestess,love_single,สถานการณ์ความรักในระยะนี้จะดูคลุมเครือพอสมควร ทำให้ยากที่จะคาดเดาว่าความสัมพันธ์จะเป็นไปในทิศทางไหน หากคุณยังโสดุและได้พบใครบางคนเข้ามาคุณอาจจะรู้สึกว่าเขาช่างมีเสน่ห์ และดึงดูดให้คุณเข้าหา เหมือนว่าเขาเป็นคนลึกลับซึ่งทำให้คุณต้องการที่จะ รู้จักเขามากยิ่งขึ้น อย่างไรก็ตามควรเช็คให้ดี ๆ ก่อนเพราะมีแนวโน้มว่าเขาอาจจะมีคนรักอยู่แล้วก็ได้
The High Priestess,love_in_relationship,คุณอาจรู้สึกกังวลและเครียดเกี่ยวกับความสัมพันธ์ระหว่างคุณกับคนรัก คนรักของคุณอาจมีท่าทีที่ทำให้คุณรู้สึกสงสัยหรือไม่มั่นใจ คุณจำเป็นต้องใช้เวลาและความอดทนมากขึ้นในการประคับประคองความสัมพันธ์ให้อยู่ในจุดที่ลงตัว นอกจากนี้ ยังอาจมีการสื่อสารหรือการพูดคุยกันในลักษณะที่ไม่เปิดเผยได้เช่นกัน ระยะนี้อาจจะต้องใช้ความอดทนมากหน่อยเพื่อประคองความสัมพันธ์ให้คงอยู่
The High Priestess,career,ในช่วงนี้คุณอาจจะมีความอึดอัดใจ และเบื่อหน่ายในเรื่องงาน ซึ่งสาเหตุอาจจะเป็นเรื่องของสังคมในที่ทำงานไม่ค่อยดี หรืองานมีความกดดันสูงก็ได้เช่นกัน หากคุณทำงานที่ต้องใช้ความคิดสร้างสรรค์ หรืองานออกแบบก็ถือว่าช่วงนี้งานจะไม่ค่อยมีปัญหามากนัก แต่หากทำงานประเภทอื่น ๆ ต้องระวังทำงานผิดพลาดไว้ด้วย บรรยากาศในการทำงานระยะนี้ไม่เชิงว่าดีมากนัก คุณจำเป็นต้องควบคุมอารมณ์ไว้บ้างเพราะมักจะมีเรื่องจุกจิกเข้ามาที่ทำให้น็อตหลุดได้บ่อย ๆ ในคนที่ทำธุรกิจส่วนตัวช่วงนี้ยังไม่ใช่จังหวะที่ดีมากนัก อย่าเพิ่งลงทุนอะไรเพิ่มเติมควรรอให้ผ่านไปซักระยะก่อนจะดีกว่า
The High Priestess,finance,การเงินในระยะนี้จัดเป็นช่วงที่เก็บเงินได้ค่อนข้างยากมาก ๆ คุณอาจมีความคิดเกี่ยวกับเรื่องอนาคต หรือมีความคิดว่าอยากจะเก็บเงิน แต่อารมณ์เหล่านี้ก็มักมีเป็นพัก ๆ ทำให้สรุปแล้วไม่ได้เก็บซักที หากคิดว่าจะเก็บให้เก็บเลยเพราะว่ามักจะมีเหตุให้ใช้เงินไปกับข้าวของฟุ่มเฟือยต่าง ๆ ในคนที่มีหนี้สินอยู่อาจจะเครียดมาก เพราะไม่รู้จะหมุนเงินจากทางไหน ควรทำใจให้สบาย ๆ และค่อย ๆ หาวิธีแก้ไขทีละขั้นตอน และควรประหยัดให้มากกว่านี้ด้วย หากให้ใครยืมเงินไปมีแนวโน้มว่าคุณอาจจะโดนชักดาบ โดนเบี้ยวเงิน หรือหากไม่ตามทวงก็นานมากกว่าจะได้คืน โดยสรุปแล้วการเงินช่วงนี้ไม่ค่อยดีนักดังนั้นอย่าใช้จ่ายเกินตัวจะดีที่สุด
The High Priestess,health,สุขภาพของคุณในระยะนี้จัดว่ายังไม่มีอะไรน่าเป็นห่วงมากนัก แต่ควรระวังสุขภาพที่เกี่ยวกับช่องท้อง โดยเฉพาะบริเวณท้องน้อยให้มากเป็นพิเศษ รวมไปถึงโรคที่เกี่ยวกับไขมัน คอเลสเตอรอลต่าง ๆ และปัญหาเรื่องน้ำหนักตัวเอาไว้ด้วย
The High Priestess,personality,เป็นคนรักสันโดษแต่เก็บข้อมูลเก่ง รักษาความลับได้ โลกส่วนตัวสูง มีเสน่ห์ลึกลับน่าค้นหา ลางสังหรณ์แม่นยํา มีจินตนาการและความคิดสร้างสรรค์ มักทําอะไรตามอารมณ์ อ่อนไหวง่าย บางครั้งอาจชอบคิดแทนคนอื่นและคิดมากจนทําให้ไม่สบายใจ ช่วงหงุดหงิดจะใช้เงินเก่ง มีความโลเลในตนเอง
The High Priestess,education,หากการเรียนของคุณเกี่ยวข้องกับศิลปะ หรือวิชาที่ไม่เน้นการคำนวณมากนัก ผลการเรียนจะค่อนข้างออกมาดีกว่าที่คาดคิดเอาไว้ แต่หากเป็นวิชาที่เกี่ยวกับการคำนวณอาจจะต้องรอบคอบกว่าปกติ เพราะมีโอกาสจะผิดพลาดได้ ช่วงนี้ควรระวังการนอนหลับไม่เพียงพอ หรือนอนดึกเกินไปเพราะจะส่งผลต่อการเรียน ทำให้เรียนไม่รู้เรื่องได้ หากมีการสอบแข่งขันในช่วงนี้โอกาสจะยังมีไม่มากนัก ควรตั้งใจให้มากกว่านี้ มีโอกาสต้องสอบซ่อม หรือพลาดในจุดที่มั่นใจว่าไม่น่าจะพลาด นอกจากนั้นหากมีความรู้สึกว่าข้อสอบจะออกแนวไหน ให้ลองเชื่อตามสัญชาตญาณของคุณดู เพราะมีแนวโน้มว่าจะเป็นไปตามนั้น
The High Priestess,luck,ในระยะนี้ถือว่ายังไม่มีโชคลาภใด ๆ เกิดขึ้น หากรอคอยข่าวดีอะไรอยู่ก็มีแนวโน้มว่าจะล่าช้ากว่าที่คุณคาดคิดเอาไว้ ในเรื่องของการเสี่ยงโชคไม่ค่อยเหมาะเท่าไรนัก โอกาสในการเสี่ยง 20%
The Empress,love_single,หากคุณยังโสดอยู่ การที่ไพ่ใบนี้ปรากฏขึ้นนั่นหมายถึงคุณมีแนวโน้มว่าจะได้เจอใครบางคนเข้ามาในอนาคต แต่ยังไม่แน่ว่าความสัมพันธ์ จะเป็นในรูปแบบไหน ยังต้องรอกันไปก่อน แต่หากคุณชอบหรือสนใจใครอยู่คุณอาจจะต้องเป็นฝ่ายรุกบ้าง ถ้าหากอยู่เฉย ๆ ก็อยากที่จะรู้ ว่ามีโอกาสสมหวังมากน้อยแค่ไหน แต่ควรเข้าหาแบบช้า ๆ
The Empress,love_in_relationship,ในช่วงนี้ความสัมพันธ์ระหว่างคุณกับคนรักจะมีความอบอุ่นและแน่นแฟ้นเป็นอย่างดี หากคุณคบกันมาซักพักก็ จะมีการมองอนาคตร่วมกัน อยากที่จะสร้างครอบครัวด้วยกัน นอกจากนั้นในคนที่แต่งงานแล้วหากต้องการจะมีทายาทไปสืบสกุล ก็ถือว่า ระยะนี้เป็นช่วงเวลาที่เหมาะสมอีกด้วย
The Empress,career,ในระยะนี้การงานอาจจะไม่ค่อยมีอะไรเข้ามาท้าทายคุณนัก หากคุณทำตัวเรื่อย ๆ เฉื่อย ๆ ในเรื่องการงานอาจจะทำให้คุณหมดไฟได้ ดังนั้นควรมองหาอะไรที่เพิ่มประสบการณ์ในด้านต่าง ๆ ให้กับตัวของคุณเองด้วย ในคนที่ทำงานมานานจังหวะนี้จะมีโอกาสได้ก้าวหน้า ได้เลื่อนขั้นเลื่อนตำแหน่งสมใจ โดยเฉพาะหากเจ้านายเป็นผู้หญิงคุณอาจจะได้รับการสนับสนุนเป็นอย่างดี แต่ก็ต้องหมั่นเอาใจเจ้านายด้วย สำหรับคนที่ทำธุรกิจส่วนตัว คุณอาจจะรู้สึกได้ถึงความก้าวหน้าของกิจการที่ค่อย ๆ มีการขยับขยายตัวอย่างช้า ๆ แต่มีความมั่นคง ถ้าคุณทำกิจการมานานแล้วนั่นหมายถึงคุณอาจจะได้ฐานลูกค้าเพิ่มขึ้น หรือมียอดขายที่เพิ่มมากขึ้น แต่หากเพิ่งเริ่มต้นกิจการ คุณควรใจเย็นและอดทนรอคอยอย่างช้า ๆ ไปก่อน
The Empress,finance,ระวังการใช้จ่ายเงินของตัวคุณเองให้มาก เพราะระยะนี้คุณจะรู้สึกว่ามีอะไรที่อยากได้เต็มไปหมด ทำให้ตัดสินใจใช้จ่ายโดยไม่ใคร่ครวญให้รอบคอบ และอาจมานั่งเสียดายเงินทีหลัง โดยเฉพาะในผู้หญิงอาจมีค่าใช้จ่ายเกี่ยวกับเสื้อผ้า หรือของสวยงาม รวมถึงความฟุ่มเฟือยด้วยเช่นกัน เพราะคุณจะเริ่มรู้สึกว่าอยากให้ตัวเองดูดีมากกว่าเดิมนั่นเอง แต่หากเป็นผู้ชายอาจจะได้รับการสนับสนุนในด้านการเงินจากผู้ใหญ่เพศหญิง เป็นได้ทั้งแม่ คนรัก หรือเจ้านายให้โอกาสเรื่องการงาน ทำให้การเงินดีขึ้นก็ได้เช่นกัน ในคนทำธุรกิจส่วนตัวการเงินจะเริ่มดีขึ้นเล็กน้อยแต่อย่าเพิ่งประมาท หากรอคอยข่าวเรื่องการเงินก็มีแนวโน้มว่าจะได้รับเงินแน่นอน แต่จะมีความล่าช้าเกิดขึ้น
The Empress,health,"ระยะนี้ควรระวังความเครียดที่มากจนเกินไป หรือโรคที่เกี่ยวกับศีรษะ เช่น ไมเกรน , ปวดหัว รวมถึงอุบีติเหตุเล็ก ๆ น้อย ๆ เอาไว้ด้วย ในคนที่เจ็บป่วยหรือไม่สบายอยู่ จะมีอาการดีขึ้นกว่าเดิม โดยรวมถือว่าแข็งแรงขึ้น มีแนวโน้มว่าจะหายดีในไม่ช้า"
The Empress,personality,อ่อนโยนแต่ไม่อ่อนแอ ใจดี มีความเป็นแม่สูง ชอบดูแลเอาใจใส่ผู้อื่น รักความสะดวกสบายจนบางครั้งแอบขี้เกียจ แต่จะไม่หยุดทํางานจนกว่า จะมีเงินเยอะพอเพราะกลัวความลำบาก ซื้อของอะไรมักไม่ซื้อแค่หนึ่งชิ้น ต้องมีสำรองไว้ ช่วยเหลือคนเยอะ ปฏิเสธคนไม่ค่อยเป็น มักไม่ตกต่ำ มีเงินเข้ามาพอใช้อยู่เสมอ ถ้าเป็นผู้ชาย ส่วนมากจะมีนารีอุปถัมภ์
The Empress,education,ระวังการทำตัวตามสบายมากเกินไปในการเรียนอาจทำให้ผลการเรียนของคุณแย่ลงได้ ในระยะนี้คุณอาจจะรู้สึกว่าไม่ค่อยได้สนใจในเรื่องของการเรียนมากเท่าที่ควร ระวังมีปัญหากับผู้ใหญ่ในบ้านเพราะเรื่องนี้ด้วย แต่หากว่าคุณเรียนคณะหรือวิชาที่เกี่ยวกับศิลปะ หรือความคิดสร้างสรรค์ คุณจะสามารถทำเกรดได้ดีกว่าที่คาดคิดเอาไว้ อย่างไรก็ตามควรพยายามจริงจังให้มากกว่านี้ก็จะทำให้ผลการเรียนโดยรวมนั้นดีขึ้นมาได้ ถ้ามีการสอบอะไรในระยะนี้อย่าประมาท เพราะคุณอาจจะไม่ค่อยกังวล หรือคิดว่าเอาตามสบายมากจนเกินไป ซึ่งจะส่งผลเสียกับคุณมากกว่าผลดี
The Empress,luck,คุณอาจมีโชคเล็ก ๆ น้อย ๆ จากญาติผู้ใหญ่ที่เป็นเพศหญิง หรือหากมีเจ้านายผู้หญิงก็ถือว่าจะได้รับการสนับสนุนจากเจ้านายของตัวคุณเอง ในเรื่องโอกาสด้านการเสี่ยงโชค ยังพอมีลุ้นอยู่บ้างประมาณ 30%
The Emperor,love_single,คนโสดจะมีโอกาสพบรักกับผู้ชายที่อายุมากกว่าคุณหลายปี ซึ่งบุคลิกของเขาจะมีความเป็นผู้นำสูงมาก เรียกได้ว่าเป็นคนตรงไปตรงมากับ ความรู้สึก เขาอาจจะมาจีบคุณแบบตรงไปตรงมาและรุกเข้าหาคุณอย่างรวดเร็ว นอกจากนี้คุณอาจจะพบรักจากการเดินทางไปต่าง ประเทศ หรือพบรักกับคนต่างชาติก็ได้เช่นกัน
The Emperor,love_in_relationship,คุณจะมีความรู้สึกว่าคนรักไม่ค่อยเอาใจใส่คุณมากเท่าที่ควร และมักทำอะไรตามใจตัวเองหลาย ๆ อย่างทำให้คุณ เสียความรู้สึกคู่รักแนี้จำเป็นต้องใช้ควรู้สึกว่าคนรักไม่อายามาใจใส่คุณษาในท่าที่ควร และมักทำอะไรตามใจตัวเอง เรียกร้องอะไรมากเกินไปจะทำให้ความสัมพันธ์แย่ลงไปกว่านี้
