card_name,category,prediction
The Emperor,career,ถ้าหากว่าคุณทำงานเกี่ยวข้องกับคนต่างชาติ หรือองค์กรที่ทำงานอยู่เป็นบริษัทต่างชาติ ก็ถือว่างานในระยะนี้จะราบรื่นดีไม่ค่อยมีปัญหามากนัก แต่ก็ต้องระวังความขัดแย้งกับเจ้านาย หรือผู้ใหญ่ในที่ทำงานไว้ด้วย คุณจะมีความรู้สึกว่าเหนื่อยหนักกับงานที่ทำอยู่ รวมถึงอาจมีความกดดันเข้ามาค่อนข้างเยอะ อย่างไรก็ตามไพ่ใบนี้จะบ่งบอกถึงการลุยไปข้างหน้า ไม่หนีปัญหาหรือเดินถอยหลัง ไม่ว่าจะเจอปัญหาหนักแค่ไหน หากคุณไม่ยอมแพ้ง่าย ๆ จะทำได้สำเร็จอย่างแน่นอน ในคนที่ทำงานของตัวเองยังต้องลุยและอดทนในการประคองธุรกิจไปเรื่อย ๆ โดยรวมยังถือว่าธุรกิจยังทรงตัวไปได้อยู่แต่อาจจะไม่มีกำไรเหลือมากนัก
The Emperor,finance,การเงินในระยะนี้ยังไม่ถึงขั้นดีมากนัก แต่ก็ยังสามารถควบคุมสถานการณ์ในเรื่องการเงินเอาไว้ได้อยู่ คุณอาจต้องลดการเข้าสังคมลงบ้างเพราะจะหมดเงินไปกับการสังสรรค์หรือการท่องเที่ยวค่อนข้างเยอะ ในบางคนอาจมีค่าใช้จ่ายเกี่ยวกับผู้ใหญ่ในบ้าน หรือการเดินทางไปต่างประเทศ หากไม่จำเป็นอย่าเพิ่งให้ใครหยิบยืมเงินในช่วงนี้เพราะว่านานกว่าจะได้คืน ในคนที่กำลังมีปัญหาเรื่องการเงินให้ลองปรึกษาผู้ใหญ่ที่คุณนับถือ คุณอาจได้รับความช่วยเหลือจากรุ่นพี่ หรือผู้ใหญ่ในบ้านของคุณ้อง คนที่ทำธุรกิจของตัวเองจะพอมีเงินเข้ามาหมุน แต่ต้องระวังค่าใช้จ่ายให้มาก เพราะอาจจะมีปัญหาหมุนเงินไม่ทันในภายหลังได้
The Emperor,health,"ระยะนี้ควรระวังความเครียดที่มากจนเกินไป หรือโรคที่เกี่ยวกับศีรษะ เช่น ไมเกรน , ปวดหัว รวมถึงอุบีติเหตุเล็ก ๆ น้อย ๆ เอาไว้ด้วย ในคนที่เจ็บป่วยหรือไม่สบายอยู่ จะมีอาการดีขึ้นกว่าเดิม โดยรวมถือว่าแข็งแรงขึ้น มีแนวโน้มว่าจะหายดีในไม่ช้า"
The Emperor,personality,รักความสมบูรณ์แบบ ชอบให้คนชื่นชม หน้าใหญ่ใจถึง เสียเงินไม่ว่าแต่จะเสียหนไม่ได้ มักเป็นคนมีอำนาจ พูดอะไรคนจะหยุดฟังมาตรฐานสูง ไม่ชอบให้คนมาขัดใจ ตัดสินใจอะไรได้เด็ดขาด รักเกียรติและศักดิ์ศรีของตนเอง มีความเป็นนักสู้ บุกลุย มีอีโก้สูง ขยัน ไม่ไว้ใจให้ใครมาทํางานของตนง่ายๆ เพราะกลัวคนอื่นทําพัง มีเหตุผลของตนเองและส่วนใหญ่เหตุผลนั้นจะถูกต้องเสมอ
The Emperor,education,ระยะนี้จะมีความรู้สึกเครียดและกดดันในเรื่องการเรียนพอสมควร อาจเป็นช่วงเวลาที่มีการบ้านหรือต้องทำรายงานค่อนข้างเยอะ ทำให้เหนื่อยมากกว่าปกติ หากมีวิชาที่เกี่ยวกับภาษาต่างประเทศคุณต้องระวังเป็นพิเศษ อาจไม่เข้าใจหรือเรียนไม่รู้เรื่องได้ ในคนที่มีสอบช่วงนี้ยังถือว่ามีการเตรียมตัวได้โอเคพอสมควร แต่หากอยากได้คะแนนที่ดีขึ้นก็จำเป็นต้องขยันให้มากขึ้นอีก เรียกง่าย ๆ ว่าหากอยากเรียนให้ประสบผลสำเร็จต้องพึ่งตัวเองล้วน ๆ อย่าไปหวังมั่วหรือไปรีบเตรียมตัวเอาตอนสุดท้ายเพราะจะไม่ทัน ในคนที่ต้องทำงานกลุ่มคุณอาจจะรู้สึกว่าเพื่อนในกลุ่มไม่ค่อยให้ความร่วมมือมากนัก หรือคุณเป็น Head หลักของกลุ่มทำให้ทำงานเยอะกว่าคนอื่น ๆ
The Emperor,luck,โดยรวมแล้วยังไม่ถือว่ามีโชคลาภเข้ามามากนัก แต่ก็ถือว่าจะได้รับความช่วยเหลือจากผู้ใหญ่ที่เป็นผู้ชาย ในด้านของการเสี่ยงโชค โอกาสมีไม่มากนักแต่ก็พอลองเสี่ยงได้ ประมาณ 30%
The Hierophant,love_single,ในคนโสดช่วงนี้จะยังไม่มีโอกาสในเรื่องของความรักเข้ามา หรืออาจจะมีคนเข้ามาในชีวิต แต่ยังไม่ดีมากพอ ดังนั้นอย่าเพิ่งใส่ใจกับเรื่อง ความรักมากนัก อยู่เป็นโสดไปก่อนอาจจะเหงาบ้างแต่ก็ทุกข์น้อยกว่า ส่วนคนที่แอบรักอยู่ความสัมพันธ์จะยังไม่ก้าวหน้าเท่าไร ต้องใช้ เวลาในการเรียนรู้กันไปอย่างช้า ๆ
The Hierophant,love_in_relationship,คุณอาจมีการเปิดใจพูดคุยกันแบบตรงไปตรงมา และควรใช้เหตุผลมากกว่าอารมณ์ คุณอาจจะมีคนรักที่อายุ มากกว่า หรือนิสัยผู้ใหญ่กว่าคุณ ดังนั้นต้องอดทนไว้บ้างเวลาเค้าบ่นหรือสอนคุณ ในคู่ที่คบกันมานานอาจจะมีการพูดคุยกันเกี่ยวกับ อนาคตระหว่างพวกคุณว่าจะเอายังไงกันต่อไป
The Hierophant,career,"คุณจะมีความต้องการที่จะเติบโตและก้าวหน้าในสายอาชีพที่คุณทำอยู่ เรียกได้ว่าระยะนี้จะมีความมุ่งมั่นและมั่นใจเกินร้อย จนคนอื่น ๆ อาจจะหมั่นไส้คุณได้ หากทำงานมานานจะมีโอกาสได้เลื่อนขั้นถ้าคุณมีผลงานโดดเด่น หรือมีการปรับปรุงตัวเองให้ดีขึ้น เช่น ไปเรียนต่อ, ลงเรียนภาษาต่างประเทศเพิ่ม เป็นต้น แต่หากคุณไม่ได้มีทักษะอะไรเพิ่มเติมเลยก็ต้องทำใจว่าระยะนี้อาจจะยังไม่มีความก้าวหน้าเด่นชัดนัก คือทำงานเรื่อย ๆ เปื่อย ๆ ไปก่อน สำหรับคนที่มองหางานใหม่คุณยังพอมีลุ้นอยู่บ้างเหมือนกัน แต่อาจจะโดนต่อรองเรื่องเงินเดือนทำให้ยากจะตัดสินใจว่าควรย้ายงานดีหรือไม่"
The Hierophant,finance,เป็นช่วงที่มีความมุ่งมั่นและต้องการอนาคตที่เป็นจริงเป็นจัง หากที่ผ่านมาคุณใช้จ่ายเงินตามสบายก็จะเริ่มวิตกกังวลเกี่ยวกับอนาคตทางด้านการเงินของคุณ มีความคิดที่อยากจะลงทุน หรือหาวิธีทำให้เงินที่มีอยู่งอกเงยเพิ่มขึ้น ในคนทำงานประจำคุณจะเริ่มประหยัดกว่าแต่ก่อน และมีความต้องการที่จะหาเงินให้ได้เพิ่มขึ้นกว่านี้ สำหรับคนทำธุรกิจส่วนตัวคุณอาจจะต้องจัดการเกี่ยวกับระบบการเงินของบริษัท ก็จะช่วยให้การเงินในองค์กรคล่องตัวมากขึ้นได้เช่นกัน นอกจากนี้การเงินโดยรวม ๆ ก็ยังถือว่าไม่ได้ติดขัดอะไร เรียกว่าจังหวะนี้ค่อนข้างมีเงินเข้ามาให้หมุนอย่างลื่นไหลด้วยซ้ำไป
The Hierophant,health,ควรระวังโรคที่เกี่ยวกับคอเป็นหลัก เช่น อาการเจ็บคอ คอเคล็ด หรือหลอดลมอักเสบ นอกจากนั้นการทานน้ำน้อยจนเกินไปหรือทำงานหนักก็ส่งผลให้ป่วยเรื้อรังได้เช่นกัน ดังนั้นควรดูแลสุขภาพให้ดีด้วย ในคนที่ป่วยอยู่ควรหาเวลาไปพบแพทย์ และปรับพฤติกรรมการใช้ชีวิตใหม่ หากป่วยเรื้อรังอยู่อาการจะดีขึ้นบ้างแต่ยังไม่ถึงกับหายดี 100%
The Hierophant,personality,มักทําอะไรตามระเบียบแบบแผน เคารพกฎเกณฑ์ มีวินัย เป็นคนเสมอต้นเสมอปลาย รักความสะดวกสบาย ละเอียดรอบคอบ บางมุมจะดูหัวโบราณและขี้จุกจิก บุคลิกเคร่งขรึมหรือรักสันโดษ ชอบค้นคว้าหาข้อมูล ใจบุญ ใจกุศล มีความเมตตากรุณา ใจกว้าง ชอบทําอะไรซ้ำๆ เดิมๆ เกลียดปัญหา การทะเลาะเบาะแว้ง คิดเยอะ จึงไม่รับปากใครง่ายๆ เน้นทําอะไรที่ถูกต้องปลอดภัยไม่เสี่ยง ระมัดระวังสูง
The Hierophant,education,คุณจะรู้สึกว่าตัวคุณเองมีความมุ่งมั่นที่อยากจะพัฒนาความรู้ของคุณให้มากขึ้นไปกว่านี้ โดยเฉพาะหากที่ผ่าน ๆ มาคุณไม่ได้ใส่ใจกับการเรียนมากเท่าที่ควร คุณจะมีความคิดในเรื่องการปรับปรุงตัวเองให้ขยันและตั้งใจเรียนมากขึ้น โดยรวมแล้วจะเป็นช่วงเวลาที่คุณตั้งใจเรียนมากเป็นพิเศษ ซึ่งจะส่งผลให้การเรียนของคุณมีการพัฒนาขึ้นอย่างช้า ๆ ถ้าหากว่าพื้นฐานนิสัยคุณไม่ใช่คนที่อดทนมากนัก ต้องระวังจะขยันได้แป๊ป ๆ แล้วกลับไปขี้เกียจอีก หากมีการสอบอะไรก็ตามในช่วงนี้จะถือว่ามีลุ้นมากพอสมควร ผลการเรียนอยู่ในระดับที่พึงพอใจ แต่ทั้งนี้ทั้งนั้นตัวคุณต้องเอาจริงเอาจังกับการเรียนด้วย ในคนที่เรียนจบปริญญาตรีแล้ว คุณอาจมีความคิดที่จะเรียนต่อปริญญาโท หรือเรียนไปจนถึงปริญญาเอก
The Hierophant,luck,ระยะนี้ดวงของคุณจะยังไม่มีโชคลาภมากนัก แต่ควรไปทำบุญเสริมดวงก็จะช่วยให้ชีวิตราบรื่นขึ้นได้ หากถามถึงการเสี่ยงโชคไพ่ใบนี้ไม่ค่อยให้ผลในด้านนี้เท่าไรนัก โอกาสเสี่ยงประมาณ 20%
The Lovers,love_single,หากว่าคุณยังโสดจะมีเกณฑ์ได้พบรักครั้งใหม่ได้พบกับคนที่มีเสน่ห์น่าหลงใหลอย่างมาก ยากที่จะหักห้ามใจได้ นอกจากนี้การพบกันก็เจอ กันท่ามกลางบรรยากาศที่สดชื่น มีโอกาสพัฒนาความสัมพันธ์กันอีกด้วย หรือคุณอาจอยู่ในสถานการณ์ที่ต้องเลือกว่าจะคบใครดี เป็นช่วง เวลาที่มีเสน่ห์ต่อเพศตรงข้าม
The Lovers,love_in_relationship,เป็นช่วงเวลาที่เต็มไปด้วยความชื่นมื้น รู้สึกมีความสุขใจอย่างบอกไม่ถูก หากคุณเพิ่งคบหากันไม่นานจะอยู่ในช่วงสุ่มหลังกันอย่างมากอะไรๆ คือดีไปหมด แต่ในระยะยาวยังจำเป็นต้องศึกษานิสัยใจคอกันอีกเยอะ หากคบกันมานานแล้วในระยะนี้คนรักจะเอาใจใส่คุณดี ทำให้ความสัมพันธ์หวานชื่นขึ้นมากกว่าเดิม
The Lovers,career,จะมีสถานการณ์บางอย่างเข้ามาให้คุณต้องตัดสินใจในเรื่องการงาน หรือมีข้อเสนอที่มากกว่า 1 อย่างในการทำงานของคุณ หากหางานอยู่มีเกณฑ์จะได้งานใหม่เข้ามาเหมือนกัน แต่โอกาสยังไม่เต็มร้อยนัก ยังต้องลุ้นกันไปก่อน คุณจะรู้สึกว่าได้เรียนรู้อะไรใหม่ ๆ ในเรื่องงานทำให้คุณไม่ค่อยเบื่อมากนักในช่วงนี้ ในคนทำธุรกิจส่วนตัวจะมีลู่ทางที่ดีที่ทำให้กิจการของคุณเป็นที่รู้จักมากขึ้น นอกจากนี้คุณอาจมีความคิดที่จะร่วมหุ้นลงทุนทำธุรกิจบางอย่างกับเพื่อนฝูงของคุณก็ได้เช่นกัน หรือบางคนอาจกำลังมองหาพันธมิตรทางธุรกิจ ซึ่งการทำธุรกิจกับหุ้นส่วนในระยะนี้ถือว่าเป็นจังหวะที่ดีพอใช้
The Lovers,finance,การเงินในระยะนี้ส่วนมากมักจะเป็นในลักษณะเข้ามือซ้าย-จ่ายมือขวาตลอด ถึงคุณพยายามจะประหยัดก็มักจะมีเรื่องเข้ามาให้ใช้จ่ายตลอด โดยเฉพาะหากคุณเป็นคนชอบเข้าสังคม พบปะผู้คนใหม่ ๆ ก็ยิ่งทำให้รายจ่ายของคุณเพิ่มขึ้นไปอีก หากคิดจะประหยัดต้องพยายามลดการสังสรรค์ดูบ้างก็อาจพอช่วยได้ นอกจากนี้คุณมักจะเสียเงินไปกับเสื้อผ้า หรือเครื่องประดับมากเป็นพิเศษด้วย ในคนที่ทำงานประจำอาจจะหารายได้เพิ่มยากซักหน่อย แต่หากคุณมีงานเสริมก็จะถือว่ามีรายได้จากงานเสริมเข้ามาประปราย ทำให้ไม่รู้สึกว่าเงินตึงมากเท่าไรนัก สำหรับคนทำงานส่วนตัวการเงินยังไม่ค่อยเสถียรมากนัก ดังนั้นควรมีเงินสำรองไว้ในธุรกิจด้วย
The Lovers,health,ระยะนี้สุขภาพโดยรวมยังไม่มีอะไรน่าเป็นห่วงมากนัก เพียงแต่ควรระวังการปวดเมื่อย หรือบาดเจ็บเล็กน้อยบริเวณช่วงหัวไหล่ หรือต้นแขน อาจมีการเคล็ดขัดยอกได้ ในคนที่เจ็บป่วยอยู่อาการยังไม่ดีขึ้นแต่อยู่ในช่วงทรงตัว ดังนั้นควรดูแลร่างกายให้มาก ๆ
The Lovers,personality,ช่างฝัน ช่างจินตนาการ เป็นคนมี energy สูง พลังงานล้นเหลือ แต่ต้องให้คนคอยกระตุ้น มีเสน่ห์ เพื่อนเยอะ ชอบเข้าสังคม ไม่ชอบอยู่คนเดียว มีความเป็นมิตรสูง ทำให้คนอื่นรู้สึกเอ็นดูหรือหลงรักได้ง่ายๆ ขี้เกรงใจจนบางครั้งอาจทำให้ไม่เป็นตัวเอง ไม่ค่อยขัดแย้ง เปิดกว้างรับมิตรภาพและความรักเสมอ ทำให้ดูเป็นคนเจ้าชู้ ใช้เงินตามอารมณ์ เก็บเงินไม่ค่อยอยู่ มักไม่ชอบปิดบังอะไร เป็นคนเปิดเผย
The Lovers,education,การเรียนในช่วงนี้ของคุณยังไม่ถือว่าดีมากนัก แต่ก็อยู่ในเกณฑ์ที่ถือว่าพอใช้ได้ ระยะนี้อารมณ์ของคุณจะขึ้น ๆ ลง ๆ เอาแน่เอานอนไม่ได้ มีความรู้สึกขยันเรียนเป็นพัก ๆ พอผ่านไปไม่นานก็เริ่มขี้เกียจ ดังนั้นต้องระวังการสมาธิสั้นในเรื่องเรียนด้วย ในบางคนอาจอยู่ในสถานการณ์ที่ต้องเลือกระหว่างอย่างใดอย่างหนึ่ง เช่น เลือกว่าจะเรียนคณะไหน หรือสาขาวิชาไหน หรืออาจเลือกที่จะย้ายที่เรียนดีไหม เป็นต้น ในการตัดสินใจเลือกควรพิจารณาให้รอบคอบด้วย ไม่เช่นนั้นอาจจะมานั่งเสียใจทีหลัง หากมีการสอบในช่วงนี้ถือว่ามีเกณฑ์ที่จะสอบผ่านแบบฉิวเฉียด
The Lovers,luck,ช่วงนี้อาจมีโชคลาภเล็ก ๆ น้อย ๆ จากเพื่อนฝูงของคุณ หรือจากคนรักของคุณเอง ในด้านของการเสี่ยงโชคยังพอมีโอกาสเสี่ยงได้บ้าง ประมาณ 50%
The Chariot,love_single,คุณจะรู้สึกเหนื่อยกับหลายอย่างรอบตัวจนไม่มีเวลาหาความรัก แต่ก็ใช่ว่าจะไม่มีโอกาสพบรักซะเลย ในคนที่ยังโสดหากมีการท่องเที่ยว เดินทางก็อาจจะทำให้พบรักได้เหมือนกัน แต่หากว่าไปชอบใครอยู่ก็ต้องลุยเข้าไปจีบถึงจะพอมีลุ้น ถ้าไม่ทำอะไรเลยรับรองว่าชวดแน่ ๆ
The Chariot,love_in_relationship,ต้องระวังการมีปากเสียงหรือทะเลาะกัน ะเลาะกัน ช่วงนี้คุณอาจต้องทำใจว่าคนรักค่อนข้างจะเอาแต่ใจและพยายามจะ เอาชนะคุณ ในบางคนอาจจะรู้สึกว่าคนรักจุกจิกกับคนมากจนน่ารำคาญ ดังนั้นควรใจเย็นและอย่าเก็บเรื่องเล็ก ๆ น้อย ๆ มาคิดให้ปวดหัว จะดีกว่า
The Chariot,career,สถานการณ์เรื่องการงานระยะนี้อาจจะมีปัญหาเข้ามาหลายอย่าง ทำให้คุณปวดหัวและรู้สึกหมดแรงเอาได้ง่าย ๆ หากต้องมีการติดต่องานทั้งกับคนในองค์กร หรือคนนอกองค์กร คุณควรระมัดระวังเรื่องอารมณ์ของคุณให้มากเพราะจะก่อให้เกิดปัญหากับคนรอบข้าง รวมถึงโดนมองในแง่ลบได้ ในบางคนจะรู้สึกว่างานล้นมือจนทำไม่ทัน เรียกว่าเป็นช่วงวุ่นวายเรื่องงานพอสมควร แต่อย่างไรก็ตามหากว่าคุณอดทนได้มากพอก็จะผ่านพ้นปัญหาต่าง ๆ ไปได้เอง และจะทำให้คุณเก่งขึ้นด้วย สำหรับคนทำธุรกิจส่วนตัวยังต้องฝ่าฟันอุปสรรคอีกเยอะ รวมถึงคู่แข่งทางธุรกิจที่มีเพิ่มมากขึ้นอีกด้วย
The Chariot,finance,คุณจะมีความรู้สึกเหนื่อยล้า และมองว่ากว่าจะได้เงินมานั้นช่างยากลำบาก ในระยะนี้คุณจะยังมีความสามารถที่จะหาเงินมาใช้จ่ายได้ทันอยู่แต่จะรู้สึกเหมือนคุณต้องทำงานอย่างหนัก ถึงจะได้เงินเข้ามา อย่างไรก็ตามโดยรวมแล้วจะมีเงินแค่พอใช้แต่ไม่ได้มีให้ฟุ่มเฟือย ดังนั้นอย่าเพิ่งใช้จ่ายหรือเพิ่มค่าใช้จ่ายในส่วนที่ไม่จำเป็น ควรสำรองเงินไว้ก่อนก็จะดีกว่า ในคนที่ทำธุรกิจส่วนตัวยังต้องเหน็ดเหนื่อย ต้องตามทวงเงินลูกค้ากันจนเบื่อ แต่ก็มีโอกาสสำเร็จ หากคิดจะลงทุนอะไรช่วงนี้ควรรอเวลาไปก่อนเพราะมีโอกาสเงินจม หรือลงทุนไปนานกว่าจะได้ผลตอบแทนคืนกลับมา
The Chariot,health,สุขภาพควรไปตรวจเช็คบ้างเพราะอาจเจ็บป่วยไม่สบายได้แบบไม่รู้เนื้อรู้ตัว หรืออาจมีอุบัติเหตุเล็ก ๆ น้อย ๆ เกิดขึ้นได้จึงต้องระมัดระวังให้มาก ในคนที่เจ็บป่วยอยู่ยังต้องดูอาการกันไปก่อนเพราะมีโอกาสทรุดตัวได้อีก ยังถือว่าไม่หายดีซะทีเดียวs
The Chariot,personality,นิสัยสู้คน ไม่เกรงกลัวและไม่ยอมใคร ชอบการเดินทาง รักรถ มักจะเดินทางบ่อยหรืออยู่ห่างไกลครอบครัว มีความรับผิดชอบและความอดทนสูง รับแรงกดดันได้ ทำสิ่งใดจะมุมานะทำจนสำเร็จ ชื่อสัตย์ต่องานและเพื่อนพ้อง อารมณ์แปรปรวน โกรธง่ายหายเร็ว บ้างาน ตัดสินใจเร็ว ทำอะไรคล่องแคล่วว่องไว
The Chariot,education,โดยรวมแล้วคุณจำเป็นต้องขยันเรียนให้มากกว่านี้ คุณอาจจะรู้สึกเหนื่อยหรือขี้เกียจ แต่ไพ่ใบนี้มักบ่งบอกถึงความสำเร็จที่ได้มาจากความพยายามของตัวเองล้วน ๆ พึ่งพาใครไม่ค่อยได้ และไม่ค่อยมีคนให้ความช่วยเหลือมากนัก ดังนั้นหากว่าคุณมุ่งมั่นกับการเรียนมากกว่าเดิม ผลลัพธ์ที่ออกมาจะทำให้คุณรู้สึกภูมิใจอย่างแน่นอน ในคนที่ทำงานกลุ่มต้องระวังมีปัญหาภายในกลุ่มด้วย ดังนั้นควรใจเย็น ๆ และอย่าใช้อารมณ์เพราะจะทำให้ปัญหายิ่งบานปลาย หากมีการสอบแข่งขันอะไรก็ตามในช่วงนี้ยังถือว่ามีเกณฑ์ชนะ หรือประสบผลสำเร็จ แต่ต้องแลกมากับความพยายามอย่างหนักนั่นเอง
The Chariot,luck,ในเรื่องของโชคลาภนั้นถือว่าไม่ค่อยมีเข้ามา อยากได้อะไรต้องพึ่งความพยายามของตัวเองเท่านั้นจึงจะสำเร็จ ในเรื่องของการเสี่ยงโชคไม่ค่อยมีโอกาสมากนัก ประมาณ 20%
Strength,love_single,ในสาวโสด คุณจะรู้สึกว่าตัวคุณเองมีศักดิ์ศรี และไม่อยากยอมใครง่าย ๆ ดังนั้นในบางคนอาจเลือกที่จะโสดมากกว่าที่จะดิ้นรนหาแฟน เพราะคุณไม่ต้องการเปลี่ยนแปลงตัวเองเพื่อใครนั่นเอง สำหรับคนที่แอบรักใครอยู่อาจจะยังไม่เห็นโอกาสที่จะสมหวัง หากตัดใจไปได้จะดี กว่าเพราะถ้ารออาจจะต้องรอนานมากเลยทีเดียว
Strength,love_in_relationship,ต้องระวังการขัดแย้งกันเพราะคุณมักจะไม่ค่อยยอมคนรัก หรืออาจจะข่มคนรักมากจนเกินไปอีกด้วย แต่ส่วนมาก แล้วไพ่ใบนี้มักจะดีสำหรับผู้หญิง เพราะฝ่ายชายมักจะต้องยอมคุณนั่นเอง (เนื่องจากคุณไม่ยอมเขาเลย ศักดิ์ศรีเยอะจัด)
Strength,career,ในช่วงนี้จะมีโอกาสได้แสดงความสามารถในที่ทำงาน ได้รับมอบหมายงานในรูปแบบใหม่ ๆ ซึ่งจะเป็นงานที่คุณรู้สึกว่ามันยากสำหรับคุณ แต่ถ้าหากคุณทำสำเร็จก็จะทำให้คุณได้รับประสบการณ์หลายอย่างที่มีค่ามากทีเดียว ระวังปัญหาความขัดแย้งกับเพื่อนร่วมงานหรือเจ้านายที่เป็นผู้หญิง ดังนั้นต้องระวังการแสดงออกของตัวคุณเองด้วย อย่ามั่นใจในตัวเองมากจนเกินไปเพราะจะทำให้โดนมองว่าหัวแข็ง หรือไม่ฟังคนอื่นได้ ส่วนคนที่ทำงานส่วนตัวจะเป็นช่วงเวลาที่ยากลำบากพอสมควร สถานการณ์ในธุรกิจไม่สู้ดีนัก แต่หากไม่ถอดใจง่าย ๆ สิ่งต่าง ๆ จะคลี่คลายไปในทิศทางที่ดีขึ้นแน่นอน
Strength,finance,เป็นช่วงเวลาที่เงินสะพัด และมีรายจ่ายค่อนข้างมาก คุณจะรู้สึกถึงภาวะเงินขาดมือได้ดังนั้นอย่าประมาทในการใช้เงินเป็นอันขาด หลายคนอาจมีเรื่องเสียเงินกับสุขภาพ รวมไปถึงข้างของฟุ่มเฟือยอีกด้วย นอกจากนี้ยังต้องระวังความหน้าใหญ่ของตัวคุณให้มาก เพราะอาจจะใจป้ำใช้เลี้ยงเพื่อนฝูงจนทำให้ตัวเองเดือดร้อนได้ คนที่ทำธุรกิจส่วนตัวระยะนี้ยังต้องประคองสถานการณ์ด้านการเงินของบริษัทให้ดี เพราะอาจจะหาเงินได้ยากกว่าปกติ ในคนที่มีความคิดอยากลงทุน ไม่ว่าจะเล่นหุ้น หรือเพิ่มทุนในธุรกิจที่ทำอยู่ ควรชะลอไปก่อนจะดีกว่า
Strength,health,โดยรวมแล้วสุขภาพของคุณยังถือว่าอยู่ในเกณฑ์ดี ยังไม่มีปัญหาเจ็บป่วยมากนัก แต่ต้องระวังเรื่องการใช้สายตาบ้าง อาจมีอาการปวดตาได้ โดยเฉพาะคนที่ทำงานที่ต้องจ้องคอมพิวเตอร์บ่อย ๆ สำหรับคนที่เจ็บป่วยไม่สบายอยู่ จะมีแนวโน้มที่จะหายป่วยในเร็ววันนี้
